labels,Text
Sports,"Tuffey pays price for profligacy

New Zealand have dropped seam bowler Daryl Tuffey following his woeful display in the third one-day international against Australia.

Tuffey sent down four no-balls and four wides in a 14-ball opening over and went for 25 runs off two overs before he was removed from the attack. New Zealand lost by 86 runs as Australia wrapped up the series with two matches remaining. Lance Hamilton replaces Tuffey for the fourth ODI in Wellington on Tuesday. Kiwi captain Stephen Fleming said he was disappointed with Tuffey's performance at Eden Park. ""There was a lot of faith put in him for this game,"" he told the Sunday Star-Times. ""There were question marks over his form from the first two games and that performance was certainly not up to international standard. ""You have got to be pretty disappointed when he bowled so well for us in the past and then he puts in a performance like that."" Michael Papps, who was twice hit on the head by Brett Lee bouncers on Saturday, will also be missing although a scan revealed he had avoided serious injury. Otago batsman Craig Cumming has been called up as his replacement. Andre Adams is not ready to return to the side as he continues to struggle with the viral infection that has plagued him for most of the season.

Stephen Fleming (captain), Nathan Astle, Craig Cumming, Hamish Marshall, James Marshall, Craig McMillan, Chris Cairns, Brendon McCullum, Daniel Vettori, Jeff Wilson, Kyle Mills, Lance Hamilton."
Sports,"Pakistan accept venues compromise

The doubts surrounding Pakistan's tour of India have receded after the two boards agreed to move the second Test from Ahmedabad to Calcutta.

In return for switching the Test, Pakistan have agreed to play an extra one-day international in Ahmedabad. ""The tour may get delayed by three to four days,"" said Pakistan Cricket Board chairman Shaharyar Khan. Ahmedabad was the scene of religious riots in 2002 and Pakistan's cricketers had been wary of playing there. But a compromise solution was reached on Friday, a day after the tour schedule had been due to be confirmed. A sixth one-day international will be played in Ahmedabad to appease the Gujarat Cricket Association. The Pakistan Cricket Board initially suggested Mumbai as an alternative for the Ahmedabad Test, but it was agreed it would be played in Calcutta (Kolkata).

Khan met India's external affairs minister Natwar Singh in Islamabad on Thursday and also held telephone talks with Jagmohan Dalmiya, patron of the Board of Control for Cricket in India. ""We hope a final itinerary will be announced by the BCCI later on Friday,"" said Khan. ""We are in constant touch with them so we can agree on the dates for the tour to start because they have a lot of work to do. ""I am happy that the matter is resolved and the tour will get on smoothly.""

The first and third Tests will take place at Mohali and Bangalore, while Cochin, Vishakapatnam, Delhi, Jamshedpur and Kanpur will stage the other five one-day internationals. The Indian government has confirmed that 8,000 visas will be granted to Pakistan supporters who wish to attend the Mohali Test. The seven-week tour will be Pakistan's first to India in six years and their squad is due to be announced on Saturday. They were due to arrive in Delhi on 24 or 25 February and begin a three-day warm-up match on the 27th. However, TV rights have yet to be awarded, with a counter-petition from Zee due to be heard at the Madras High Court on Thursday. The BCCI backed out of a four-year deal with Zee last September after ESPN-Star Sports challenged it in court. Salim Altaf, the PCB's Director of Cricket Operations, has been appointed team manager for the tour. He replaces former Test batsman Haroon Rashid. ""It's another big responsibility and considering the importance of the tour I will try to do my best,"" Altaf said."
Sports,"Bracewell worried by Lee

New Zealand coach John Bracewell is furious that Australia paceman Brett Lee has bowled four beamers at his batsmen in the current one-day series.

Brendon McCullum was struck on the arm by a waist-high full toss in Auckland on Sunday, a match Australia won. Bracewell said: ""He's been apologetic every time he's done it. ""He was apologetic when he did it to Chris Harris, and Paul Wiseman, and he's apologised twice to Brendon. That's a lot of apologies.""

Bracewell was also of the view that Lee had bowled a beamer at Pakistan's Abdul Razzaq during the VB Series. On Sunday, a furious McCullum confronted Lee mid-pitch after being struck on the arm, and while the incident was later resolved, Bracewell was not happy. Lee, who took 2-24 off seven overs on Saturday and also sent Michael Papps to hospital with a bouncer, was contrite afterwards.

He said the heavy dew caused his feet to shift on delivery stride and he lost control against McCullum. ""Unfortunately the ball came out and it hit him - thank God it didn't hurt him,"" said Lee. ""I know when I was beamed accidently by Razzaq [also in the VB Series] your first impression is to go crazy. ""[McCullum] lost it there for 15-20 seconds and I went up and apologised and said 'I would never mean to do that'."" Australia captain Ricky Ponting refuses to admit there is animosity between the sides despite Bracewell's disquiet. ""Teams have got on very well,"" Ponting said. "" ""We've been in each other's rooms after every game. Relations have been very good. ""The only thing was the full-toss that Brett bowled, otherwise everything's been great. It's been a good series played in great spirit."" In the laws of the game, a bowler is removed from the attack by the umpires for bowling two beamers in a match, whether accidental or not. Any delivery that passes the batsman at or above waist-height without bouncing is deemed a no-ball."
Sports,"Kaif absence wrong - Azharuddin

India were wrong to leave Mohammad Kaif out of their squad for the first Test against Pakistan, according to former captain Mohammad Azharuddin.

Azharuddin, serving a life ban for match-fixing, feels the middle-order batsman deserves another chance. ""Kaif batted very well against Australia on a tough wicket,"" Azharuddin told BBC Sport. ""He's got a lot of talent and I am sure he cannot be held back. His omission is not good for his confidence."" Kaif scored two fifties in last year's home series loss to the Aussies, while Yuvraj Singh failed badly against the same opponents yet was given a squad berth for the Mohali Test starting on 8 March.

Azharuddin reckons Vangipurappu Laxman should bat at first drop despite struggling for form. ""Laxman has always played well when he has gone as number three,"" he said. ""Lower down the order, a lot of pressure is on him and if I were the captain, I would have played him at number three."" As well as spinners Harbhajan Singh and Anil Kumble, India have four pacemen to choose from after naming Ashish Nehra, Lakshmipathy Balaji, Irfan Pathan and Zaheer Khan in the 14-man squad. ""All the four pace bowlers deserve to get into the team,"" Azharuddin added. Pakistan, minus injured paceman Shoaib Akhtar, are due to arrive in India on Monday ahead of their first warm-up match against the Indian Board President's XI starting on Thursday. ""Shoaib Akhtar's absence in the Pakistani side is not going to make much of a difference,"" Azharuddin opined. ""He may get a wicket or two but he has to be more consistent. Also, the Indian batting is very strong now.""

Azharuddin maintains his innocence despite his central involvement in the match-fixing scandal of 2000 which saw Pakistani Salim Malik and the late Hansie Cronje of South Africa also receive life bans. In 99 Tests for India from 1984 to 2000, Azharuddin scored 6,215 runs at an average of 45 with 22 centuries."
Sports,"England A roll to second victory

One-day tour match, Sharjah: England A v UAE

Prior top-scored with 84 as a stand of 100 helped England A to 280 for eight in Sharjah with Solanki making 55 and Michael Powell 42. Glamorgan's David Harrison struck early to leave UAE reeling on 22 for two. Usman Saleem restored some respectability with 50 but UAE ran out of steam to close on 219 for nine. The tourists won Saturday's first game by 42 runs.

Rashid Khan, Amjad Javed, Usman Saleem Naeemuddin Aslam, Khuram Khan (Capt), Ahmed Nadeem, Fahad Usman Sameer Zia, Mohammad Taskeen (Wkt), Ali Asad, Rizwan Latif.

V S Solanki, M J Prior (Wkt), I R Bell (Capt), O A Shah M J Powell, A P R Gidman, G P Swann, P J Franks, R K J Dawson D S Harrison, J Lewis.

Iftikhar Ali and Tariq Butt"
Sports,"Russell to instruct keeper Jones

Former England and Gloucestershire wicket-keeper Jack Russell has been called in to give coaching to current national team gloveman Geraint Jones.

Jones did not have the best of tours in South Africa, dropping catches and conceding too many byes. Now England coach Duncan Fletcher has sought out the 54-Test veteran. Russell told the Daily Express: ""Duncan and captain Michael Vaughan have asked me to build a relationship with Geraint and give him whatever help he needs."" The pair have already worked closely but Russell will be heavily involved as the countdown to the Ashes begins. He said: ""Geraint has got the ability to play 100 Tests for England. He has the right attitude.

""People have to remember he is still quite raw. There are some things we need to work out but it's just a case of smoothing out a few rough edges. ""In terms of winning the Ashes, he has got an important role to play. He can do some real damage and I've no doubt he has the stomach for a fight. Meanwhile, Steve Harmison has reflected on his even more disappointing tour of South Africa. Harmison told the News of the World: ""It was high intensity, high pressure cricket for the whole tour and that's mentally and physically draining. ""It certainly wasn't the best environment in which to hit a bad patch."""
Sports,"Pakistan on revenge mission

Pakistan's cricketers depart for Delhi on Monday with captain Inzamam-ul-Haq beseeching his side to make up for the 2004 defeat to India on home soil.

India outplayed Pakistan 12 months ago, beating them 2-1 in the Tests and 3-2 in the one-day internationals. Inzamam said ahead of Pakistan's first full tour of India for six years: ""We want to make amends for last year. ""The Australian tour was a big learning experience and I think we are in a position to reap benefits in India."" Series between India and Pakistan are always eagerly awaited, largely because politics often restrict the amount of cricket the two teams can play against each other. This particular engagement, which will include three Tests and six one-dayers, was twice threatened. The schedule has already been put back four days over a dispute which centred on Pakistan's refusal to play the second Test in Ahmedabad.

The first Test in Mohali will now get under way on 8 March. Then, following a protracted row over television rights, the Madras High Court issued interim orders to ensure the matches would be broadcast live by state=owned channel Doordarshan. After the 2004 series between the two sides, Pakistan sacked their coach Javed Miandad. Inzamam believes his replacement, Bob Woolmer, has improved the side even if a string of positive results have not yet come. He said: ""A lot has changed since that series. Woolmer has helped change the attitude of the boys which is more positive and professional and I think they can take the pressure of playing in India."" Pakistan will be without strike bowler Shoaib Akhtar (hamstring), leaving recalled off-spinner Arshad Khan and leg-spinner Danish Kaneria with much work to do. Inzamam said: ""Shoaib's absence will be felt. But our strength is playing as a unit. ""[Khan and Kaneria] have a big role to play in India. They are the ones on whom we will be depending a lot in the Test matches. ""We are expecting slow, turning tracks and we have been practicing for such conditions."" Pakistan's first match is a three-day warm-up against the Indian Board President's XI in Dharamsala from March 3.

Salman Butt, Yasir Hameed, Taufeeq Umar, Younis Khan, Inzamam-ul-Haq (captain), Yousuf Youhana, Asim Kamal, Kamran Akmal (wkt), Abdul Razzaq, Shoaib Malik, Shahid Afridi, Arshad Khan, Danish Kaneria, Muhammad Sami, Rana Naved, Muhammad Khalil."
Sports,"South Africa far too strong again

Second one-day international, Durban South Africa 329-6 beat Zimbabwe 198-7 by 131 runs

South Africa lead three-match series 2-0

Smith's 117 set up the best total at Durban in 25 one-day internationals. He was given fine support by Herschelle Gibbs - they added 134 before Justin Kemp hit 53 not out off just 21 balls. Zimbabwe finished on 198-7 to lose by 131 runs with Barney Rogers (47) the top-scorer. South Africa lead the series 2-0 with just one to play. Rogers put on 71 for the first wicket with Stuart Matsikenyeri. But their partnership soaked up 17.3 overs - Matsikenyeri labouring for 79 minutes over his innings of 16 before offering a catch off the bowling of Albie Morkel.

The same bowler struck soon afterwards as Rogers clipped a fullish delivery to wide mid-on. Nicky Boje and Adam Bacher each took a brace of wickets as the middle order simply played for pride. And it was telling that Bacher, whose military medium pace was not even experimented with against England, finished with 2-36 off a full allotment of 10 overs. Zimbabwe had won the toss at the start of the day and did well with the ball early on, reducing the South Africans to 67-3 in the 15th over. But Smith and Gibbs, who so often form a powerful partnership in both Tests and one-day internationals, were not backwards in coming forward, launching a barrage of boundaries off the spinners. Zimbabwe were hampered when strike bowler Tinashe Panyangara left the field in his fourth over with a back strain.

The spinners had to do plenty of work as a result and one of them, Prosper Utseya, went for 60 in six overs. Gibbs took a particular liking to him before eventually falling to Rogers for 75 off 73 balls. Seam bowler Christopher Mpofu took 3-59 in his nine overs. He was impressive in the main but had to bowl the final over of the innings, which disappeared for 17 as Justin Kemp equalled the fastest half-century by a South African. He hit two fours and five towering sixes in a brutal display of hitting. Afterwards, Kemp said he knew nothing about the record. ""I had no idea,"" he admitted. ""I was just thinking about smashing every ball for six.""

Graeme Smith (captain), Adam Bacher, Jacques Rudolph, Herschelle Gibbs, Ashwell Prince, Justin Kemp, Mark Boucher, Albie Morkel, Nicky Boje, Andrew Hall, Charl Langeveldt.

Stuart Matsikenyeri, Barney Rogers, Hamilton Masakadza, Alester Maregwede, Brendan Taylor, Tatenda Taibu (captain), Gavin Ewing, Sean Williams, Tinashe Panyangara, Prosper Utseya, Christopher Mpofu."
Sports,"Pietersen gives England a chance

Lunch: England 240 all out (49.5 overs)

His innings of 116 came after the rest of the batsmen had failed dismally to be 68-6 at the mid-innings point. Pietersen, who blasted 10 fours and six sixes off 110 deliveries, added 104 runs for the seventh wicket with Ashley Giles (41). Darren Gough was ruled out with a cold and was replaced by Steve Harmison.

Hall bowls Harmison for a duck.

Hall bowls Ali off his pads.

Ali hits a boundary off Nel as fine leg misfields. And he middles another down to long off.

Hall finally has his revenge by bowling Pietersen.

Hall returns to the fray and is deposited for a straight six by Pietersen. The next ball is steered down to the vacant third man area for four.

Pietersen clobbers Nel between square leg and midwicket for four.

Ali and Pietersen each hit fours before Ntini is deposited high over long on as the Hampshire batsman reaches 99. A scrambled single gives him his third century of the series.

Pietersen drives a Kallis full toss for four and nicks another ball wide of Boucher for a second boundary.

Pietersen drives Ntini wide of mid-off for four. Ntini, starting his third spell, yorks Giles.

In this over, Giles reaches his best score, and Pietersen brings up the 100 partnership with a six off Hall."
Sports,"Hayden sets up Australia win

Second one-day international, Christchurch Australia 314-6 (50 overs) beat New Zealand 208 (40.4 overs) by 106 runs

Ricky Ponting (53) and Damien Martyn (58) provided the main support for Hayden, who hit two sixes and 12 fours. They eventually totalled 314-6 and the game was as good as over when New Zealand slumped to 73-6 in reply, with Adam Gilchrist taking five catches. Daniel Vettori made a rapid 83 but they were all out for 208 in the 41st over. New Zealand must now win all three remaining matches to take the series, but such a turn-round looked a remote possibility at Jade Stadium. Skipepr Stephen Fleming chose to put Australia in after winning the toss, with former rugby star Jeff Wilson included in the New Zealand team for his first one-day international since March 1993. He was taught a harsh lesson as his six overs cost 57 runs, with only left-arm spinner Vettori (0-31 from 10) able to exercise any measure of control over the Australian batsmen.

Gilchrist was caught behind off Daryl Tuffey from the second ball of the match but Hayden and Ponting set about putting things right with a stand of 99 for the second wicket. Ponting cleared the ropes twice as he raced to 50 off 51 balls, but only added three more before he was run out by Hamish Marshall. By then, Hayden was into his stride and he and Martyn added 133, although it took them 24 overs. Martyn was run out off the final ball of the 41st over, but the final nine cost the Kiwis 82 runs as Australia raised the tempo. Hayden's century came up off 110 balls but he eventually fell to a catch by Wilson off Kyle Mills, leaving Michael Clarke to add 23 off 13 balls and Mike Hussey 32 not out off 20 as the total mounted past 300.

The new ball pairing of Brett Lee and Glenn McGrath made short work of New Zealand's top order, claiming two wickets each - all of them catches behind the wicket by Gilchrist. He claimed another when Andrew Symonds found the edge of Craig McMillan's bat and when Chris Cairns followed for 22, caught by Hayden, the home side were in danger of being embarrassed. Vettori and Brendon McCullum (20) halted their decline by sharing a stand of 62 before McCullum gave a return catch to Symonds, who finished with 3-41. Wilson made 22 in an eighth wicket stand of 62 but the end came quickly once he was caught by Ponting off Jason Gillespie. Having passed fifty for the first time in a limited overs international, Vettori was denied a century when he was caught at deep square leg off Gillespie after hitting 10 fours in his 77-ball knock. Mills was last to go, run out by Clarke, after setting off for a quick single and being sent back by Tuffey.

S P Fleming, N J Astle, M S Sinclair, J Wilson, C D McMillan, H J H Marshall, C L Cairns, B B McCullum, K D Mills, D L Vettori, D R Tuffey

M L Hayden, A C Gilchrist, R T Ponting, D R Martyn, A Symonds, M J Clarke, M E K Hussey, G B Hogg, B Lee, J Gillespie, G D McGrath"
