labels,Text
2,Finnish Talvivaara Mining Co HEL : TLV1V said Thursday it had picked BofA Merrill Lynch and JPMorgan NYSE : JPM as joint bookrunners of its planned issue of convertible notes worth up to EUR250m USD332m .
2,"Lemminkainen Oyj said that it has signed credit agreements with Nordea Bank STO : NDA , Pohjola Bank HEL : POH1S , Sampo Bank HEL : SAMAS and Svenska Handelsbanken STO : SHB A ."
2,Pohjola could increase its stake to 45 % in 2013 .
2,Scandic Feed will also diversify Tosno 's product portfolio further .
2,The agreement with JM is one in a series of contracts that TeliaSonera has signed in recent months with residential construction and real estate management companies in Sweden .
2,"The estimated value of the contract is EUR12 .4 m. Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry ."
2,"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people ."
2,"The new facility , to be known as Technopolis Pulkovo , will introduce to the Russian market an entirely new concept of creating , operating and growing a commercially-funded science and technology park to support the growth of knowledge-intensive companies ."
2,Vacon controls a further 5 % of the company via investment fund Power Fund I. EUR 1.0 = USD 1.397
2,"` This order is included in Wartsila 's order book in the second quarter , ' the company added ."
2,`` Management decided at the end of 2005 to increase cathode copper capacity .
2,4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Plc. .
2,"A data processing unit collects the data , calculates RVR values and provides the data to users via various interfaces ."
2,"ALEXANDRIA , Va. , March 28 -- Pertti Salmi and Hanna Vuolteenaho , both of Oulu , Finland , and Sami Viitasaari of Ii , Finland , have developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced ."
2,"ALEXANDRIA , Va. , Oct. 3 -- Markka A. Oksanen and Harald Kaaja , both of Helsinki , Finland , Juha Salokannel of Kangasala , Finland , and Arto Palin of Viiala , Finland , have developed a system for providing communications security ."
2,"As earlier reported , Nokian Tyres is building a plant in the town of Vsevolozhsk in Russia 's Leningrad Region with an annual production capacity of 4 million tires ."
2,"Biohit , Inc. , has expanded its mLINE Family of Pipettors with the addition of the NEW 1-10 ml volume range ."
2,"Capman , the Finnish alternative asset manager , has made an acquisition for its Helsinki-focused vehicle , Real Estate Fund I. The fund has bought a seven-story office built in 1973 that underwent refurbishment at the end of the 1990s ."
2,"Compared with the FTSE 100 index , which rose 51.5 points ( or 0.9 % ) on the day , this was a relative price change of -0.6 % ."
2,"Deliveries are to start later in 2010 , and the volume will increase in the years 2011-2012 ."
2,"Finnish heat-retaining fireplaces maker Tulikivi Oyj said on August 29 , 2007 that its local tiled stoves and utility ceramics subsidiary Kermansavi Oy will merge into Tulikivi by means of absorption in order to streamline the latest 's corporate structure ."
2,"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger ."
2,"In April 2005 , Neste separated from its parent company , Finnish energy company Fortum , and became listed on the Helsinki Stock Exchange ."
2,"In Russia , Raisio 's Food Division 's home market stretches all the way to Vladivostok ."
2,Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 .
2,It has some 30 offices worldwide and more than 90 pct of its net sales are generated outside Finland .
2,It has80 branches in Finland with annual revenue in Finland of ?
2,"MILAN ( AFX ) - The Italian shipping group Grimaldi has increased its stake in the Finnish company Finnlines to 35.4 pct from the 30.5 pct held in June , according to news agency ANSA ."
2,Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services .
2,SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch
2,Solidium picked up Tikkurila shares as a dividend at a book value of EUR15 .80 per share .
2,"Takoma will carry out the transaction by acquiring the entire share capital of Moventas Parkano Oy , which runs the factory in Parkano , southern Finland ."
2,"The building owner and developer , Sun Hung Kai Properties Group , is one of the largest property companies in Hong Kong , developing all types of premium residential and commercial projects for sale and investment ."
2,The companies ' aim is to finalize the negotiations and sign the contracts at the start of October 2008 .
2,The companies signed the letter of intent for the sale on 17 September 2010 and envisaged to seal the actual agreement on 1 January 2011 .
2,"The contract , which was signed yesterday , will run for five years and includes a two-year extension option ."
2,"The contract covers installation , training and start-up services ."
2,"The contract value amounts to about EUR11m , the company added ."
2,"The expanded agreement covers the sale , marketing and distribution of Benefon 's navigation and locator devices in China ."
2,TietoEnator signed an agreement to acquire Indian research and development ( R&D ) services provider and turnkey software solutions developer Fortuna Technologies Pvt. Ltd. for 21 mln euro ( $ 30.3 mln ) in September 2007 .
2,To be number one means creating added value for stakeholders in everything we do .
2,- Provides summary of the medical equipment pipeline products that the company is developing .
2,"`` Of course , we are in talks with all those coming up with new projects that involve material handling , '' Konecranes President and CEO Pekka Lundmark said , when asked whether it was talking to Reliance Industries for supplying equipment to its upcoming refinery in Jamnagar ."
2,`` Ruukki is now included on DJSI World for the second year running and the European DJSI STOXX for the third year running .
2,`` The sale of the oxygen measurement business strengthens our goal to focus on our chosen market segments .
2,"A corresponding increase of 85,432.50 euros in Ahlstrom 's share capital has been entered in the Trade Register today ."
2,"A In August 2007 , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , central Lithuania ."
2,Finnish house manufacturers are targeting the strongly growing one-family house market in Russia .
2,Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date .
2,"ALEXANDRIA , Va. , July 11 -- Hannu Kahonen of Juuka , Finland , has developed an ornamental design for a handle for fire pit door , the U.S. Patent & Trademark Office announced ."
2,"ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced ."
2,Aspocomp intends to set up a plant to manufacture printed circuit boards with an investment of Rs310 crore .
2,"Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing a project in St Petersburg , comprising about a million square meters of residential space , two hospitals and several schools and nurseries ."
2,"Biohit Oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories ."
2,Calls to the switchboard and directory services have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .
2,"Cargotec 's share capital after the increase totals 64,046,460 euros ."
2,"Cargotec 's share capital after the increase totals EUR 64,299,180 ."
2,Finnish food company Raisio Oyj HEL : RAIVV said on Friday it has wrapped up the divestment of its margarine operations to US sector player Bunge Ltd NYSE : BG for EUR80m USD119 .2 m .
2,Finnish paper maker UPM-Kymmene Corp. on Monday announced the sale of its wrapping unit Walki Wisa to the CapMan investment group in a move to further concentrate on its core business .
2,Following the increase the company+EUR TM s capital totals 5.5 mln Romanian lei $ 1.98 mln-1 .56 mln euro .
2,"In 2008 , it generated net sales of EUR 9.3 million USD 13.1 m ."
2,"In August , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , Lithuania ."
2,Jacobs has been supporting Storengy 's investment of developing storage sites since 2006 as owner 's engineer .
2,"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float ."
2,Rental of building equipment accounted for 88 percent of the operating income .
2,"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations ."
2,Sanoma will continue to focus on investing in digital media and on strengthening its market positions .
2,Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989 .
2,"The acquisition is part of Suomen Helasto 's strategy to expand the LukkoExpert Security chain , Suomen Helasto CEO Kimmo Uusimaki said ."
2,"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts ."
2,The business to be divested generates consolidated net sales of EUR 60 million annually and currently has some 640 employees .
2,"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 ."
2,The company plans to spend the proceeds from the rights offering for strengthening its balance sheet .
2,"The contract covers the manufacturing , surface-treatment and installation of the steel structures ."
2,"The corresponding increase in the share capital , EUR422 ,754 , has been entered in the Trade Register today ."
2,"The corresponding increase in the share capital , in total EUR 300,00 was registered in the Finnish Trade Register on May 8 , 2008 ."
2,"The corresponding increase in the share capital due to these subscriptions with the warrants , in total EUR 1,860.74 , was registered with the Finnish Trade Register on January 4 , 2008 ."
2,"The corresponding share capital increase , EUR 1,012,945.50 was entered in the Trade Register today ."
2,The order also includes start-up and commissioning services .
2,"The order consists of capacity expansion , maintenance services and new charging functionality , the company said ."
2,The phones are targeted at first time users in growth markets .
2,"The repayment of EUR 105 million debenture bonds is related to the Company 's previous announcement on October 21 , 2009 to collect irrevocable selling commitments from the holders of its subordinated debenture bonds ."
2,The revenues of the business reached NOK 12 million for 2008 .
2,Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 .
2,"Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010 ."
2,U.S. District Judge Douglas P. Woodlock yesterday extended a Jan. 17 temporary restraining order until March 7 .
2,"UK 's Sarantel to outsource part of its processes to Elcoteq plant in Estonia LONDON , Oct 13 , BNS - The British miniature antennas maker Sarantel has signed an agreement to outsource its assembly test and supply chain processes to the plant of Elcoteq in the Estonian capital Tallinn ."
2,"Under the rental agreement , Stockmann was committed to invest in the building of a bridge over the Gogol Street or build an underground tunnel for crossing the street by 2004 ."
2,We have made long-term investments in developing the system 's implementation model .
2,"With this subscription , Fortum 's ownership in TGK-10 has increased to slightly over 76 % of shares and voting rights ."
2,VNH generates annual net sales of about 5 mln eur and employs 21 people .
2,"Rautakesko 's business operations in Norway and Russia , acquired in July 2005 , are included in the figures of the comparable period , impacting sales growth starting from August ."
2,"Cencorp , headquartered in Virkkala , Finland , develops and supplies automation solutions to the electronics and semiconductor industry that enhance productivity ."
2,"Following the increase , Huhtamaki Oyj 's registered share capital is EUR 358,706,290.00 and the number of shares outstanding is 105,501,850 ."
2,"Following this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 ."
2,"The company has also supplied more than 200 MW of power generating equipment for a number of projects in Papua New Guinea , including 12 engines of the Wartsila 32 type to Lihir Gold ."
2,"Under the agreement , Pfizer has been funding Biotie 's research activities on the PDE10 phosphodiesterase 10 inhibitor program since its start in late 2006 and has the sole authority to develop discovered compounds ."
2,"When the OMX market forwards mature on May 16 , 2008 , Novator Finland Oy 's direct shareholding in Amer Sports Corporation will exceed one-fifth 1-5 of the company 's shares and voting rights ."
2,"`` These tests are part of a larger campaign which includes various customer trials and demonstrations to make LTE on 800 MHz commercially viable by this summer , '' Nokia Siemens head of LTE business line , Reino Tammela , said ."
2,"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd. ."
2,Patrizia adds the acquisition to a portfolio already worth EUR3bn .
2,"The offer of some 30 million shares aimed to raise more than  x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said ."
2,"Ponsse plans to create a network that is based on strong partnership , and participates in the production of larger entities than presently ."
2,"On January 29 , 2009 The largest Nordic bank Nordea and Finnish retail chain Stockmann launched a regionally unique cooperation project : they are the first to introduce a common MasterCard credit card enabling payments in different states and stores ."
2,"QPR has an established international customer base , spread over 70 countries in 2009 , and a variety of organizations including banks , manufacturing companies , service companies and government authorities ."
2,"According to Eijkens , a publisher can do much more than just publish colourful books : a publisher can provide value added to information by individualising it ."
2,Cameco is to provide an upfront investment of up to USD 60mn for the construction of the uranium extraction circuit .
2,"CDP was established on the initiative of institutional investors ; however , the annually published results also interest an increasing number of customers and other interest groups of the reporting companies ."
2,The original contract was signed last summer .
2,"` It is a testament to the quality of our LTE solution and our commitment to the Japanese market ' , he added ."
2,"ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced ."
2,hybrid bond 18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .
2,"The reasons behind the estimate include the rise in 2008 rent levels and several fully-leased office and retail properties , which were completed and added to the company 's investment property portfolio ."
2,"The Vuokatti unit will be developed to focus especially on the manufacture of prototypes , the ramp-up of new products and the demanding testing and after-sales services ."
2,"AGJ recorded EUR 43 mln sales in 2006 , most of which was generated by exports to customers in Western Europe , the statement said ."
2,The last job losses related to these reductions will take place during 2010 .
2,"The third quarter result also includes a 400,000 euro ( $ 575,000 ) provision for down-sizing of lure manufacturing in Ireland ."
2,"A state program has been worked out , legal provisions have been developed , and rules and normative documents have been specified for the functioning of a technological park ."
2,"Neste Oil said it will build a biodiesel production facility in Rotterdam , the Netherlands , at an estimated cost of 670 million euros , naming France-based Technip as the project 's main contractor ."
2,The European Central Bank ECB is anticipated to raise its benchmark interest rate in the second half of 2011 at the earliest .
2,"Exports make up more than 80 per cent of our sales , so the name Glaston also reflects a truly internationally operating company , '' explains Kyro 's President & CEO Mika Seitovirta ."
2,"Westend ICT Plc s new 409,665,891 shares and increase of share capital with EUR 2,000,000 based on the resolutions of extraordinary shareholders meeting on 27 December 2010 have today registered in the Trade Register ."
2,"Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 ."
2,"` Patja has worked well for us for more than a decade , and Fujitsu 's new bid was competitive ."
2,In 2005 Cargotec 's net sales exceeded EUR 2.3 billion .
2,The goal will be achieved via organic growth possibly supplemented by acquisitions .
2,The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .
2,"An estimated 30 pct of mobile calls are made from the home , and France Telecom hopes that 15 pct of its Orange clients will sign up for the service by the end of 2008 ."
2,It also has potential clients in the growing environmental and recycling technology sectors .
2,Metso Paper 's delivery will comprise an Advantage DCT 200 tissue machine including quality control and distributed control systems ( QCS-DCS ) .
2,Net sales in 2007 totalled EUR 329 million and the operating margin was above 19 % .
2,"Nokia will provide Indosat turnkey services , including civil works , network planning , implementation and integration of a WCDMA 3G-HSPA network ."
2,Stora Enso will record a capital gain of EUR 33 million as a non-recurring financial item in its fourth quarter 2006 results .
2,The newspapers of Alma Media and Arena Partners will enter a cooperation agreement on using Alma 's marketplace services in their respective regions .
2,"To choose BasWare as the tools for our Financial Service seemed like a natural continuation of our cooperation '' , says Tommi Leskinen , Financial Applications Manager , Neste Oil Corporation ."
2,"Honka 's subsidiaries in France and Germany will also benefit by , for example , arranging customer events in conjunction with World Cup skiing competitions ."
2,The company negotiated an amendment to the financial covenants of the present credit agreements in regard to the situation on 30 September 2010 .
2,This lays a foundation for sustainable business development for the long term .
2,The inventor was issued U.S. Patent No. .
2,Incap Corporation Stock Exchange Release 4 May 2010 at 8.30 a.m. INCAP CORPORATION 'S DIRECTED SHARE ISSUE WAS SUBSCRIBED IN FULL The Board of Incap Corporation has approved the subscriptions of directed share issue .
2,"Amer Sports divests an industrial site in Rumilly , France -  This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients ."
2,"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions ."
2,The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues .
2,`` BG Crane has been a strong partner for Hiab in Australia for many years .
2,"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained ."
2,"The purchase of sites worth 300 million in the Thames Gateway will provide more than 1,200 homes ."
2,"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services ."
2,"The Group brand portfolio includes the leading brand in the industry , Rapala , and other global brands like VMC , Storm , Blue Fox , Luhr Jensen , Williamson , Marttiini and Sufix ."
2,"It 's `` finger-friendly '' , and to my opinion , really fast ."
2,"`` Thanks to my Nokia and Lulu , I am now proud to be a published His novel can be found here ."
2,"`` The summer collection 2008 will be joyfully fresh like a vitamin injection , '' said H&M 's head of design Margareta van den Bosch ."
2,"A maximum of 20 employees , who work in Karttakeskus and are responsible for producing Geographic Information Services , will be affected , the company added ."
2,"ABOUT MIDNIGHTTRADER : MidnightTrader is the premier source of extended-hours US equity trading analysis , news and forecasting for the retail and institutional investment community ."
2,Juha-Pekka Weckstr+¦m has been appointed President of telecom group TeliaSonera Finland to succeed Esa Rautalinko .
2,"According to Pietinalho , doctors should motivate their patients who smoke every time they visit their doctors ."
2,"According to the original merger plan , Scanfil would get a 79 % stake in the combined business ."
2,"According to Ultrascan , with a software acquired from crackers , it has managed to change the mobile phone in a way that the phone was able to get hold of a one-time password sent by a bank via a text message ."
2,"Additionally , retailers can use the same hardware across all tasks in stores and throughout the warehouse , providing substantial savings on support and infrastructure costs ."
2,"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care ."
2,"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement ."
2,Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .
2,All are welcome .
2,Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .
2,"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 ."
2,"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 ."
2,At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .
2,"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team ."
2,"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds ."
2,"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 ."
2,"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries ."
2,"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-£323-£6201 USA ."
2,Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .
2,"FinancialWire tm is a fully independent , proprietary news wire service ."
2,Finnish Civil Aviation Administration decided to temporarily reopen Finnish capital 's Helsinki airport since 3 p.m. to 11 p.m. Monday local time .
2,"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio ."
2,Halonen 's office acknowledged receiving the letter but declined comment .
2,"He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products ."
2,"Headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement ."
2,"However , in March 2009 , the government of St. Petersburg passed the front part of the building with the area 1,900 square metres and a land plot for a hotel worth USD 10-15mn to the company Delta ."
2,"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp ."
2,"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts ."
2,"Investments span across various product and investment types , including retail , hospitality , office , and residential , with interests in real-estate portfolios , non-performing loans and corporate restructurings ."
2,It also recovers valuable raw material for Kemira 's water chemical production .
2,"It is necessary to strengthen the company 's operations , however ."
2,It will use the proceeds from the transaction to achieve its target .
2,Le Lay succeeds Walter G++nter and will be based in Finland .
2,"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 ."
2,"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix ."
2,"Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 ."
2,Medical Devices - Russia This brand-new market analysis gives a clear overview of the actual situation and future outlook of the medical device market in Russia .
2,Mformation provides enhanced management of these applications by enabling configuration and control throughout their lifecycle .
2,"Mr. Jorma Valkama , Managing Director of Suomen Paikallissanomat Oy , states that Rannikkoseutu complements in an outstanding way the current product range of the company ."
2,"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today ."
2,"Neste Oil said that while results from its biomass to 3 liquids demonstration plant , commissioned in June 2009 , have been promising , no decision on a commercial plant has been taken ."
2,"Nokia will continue to invest in future development of Qt , and Digia will be responsible for commercial licensing and services business ."
2,"Nonwovens and specialty papers , made by Ahlstrom , are used in a large variety of everyday products , e.g. in filters , wipes , flooring , labels , and tapes ."
2,"Now , Nokia has announced the launch of Bicycle Charger Kit that is compatible with all Nokia phones that have a 2 mm charging interface ."
2,"On the basis of competitive bidding OOO Kitai Stroi , the Russian subsidiary of China State Construction Engineering Corporation , a construction company owned by China State , has been selected as the main constructor ."
2,"Only this time , Nokia , India 's largest MNC , has sought out a topic that could spark off a million approaches ` Creativity in Emerging Markets ."
2,Other potential clients include public administration organizations investing in utility networks and services .
2,"Our solutions are fully Arabized , and our message is that we want to become the IT partner of choice for businesses in the Near-East region ."
2,"POYRY PLC Additional information by : Martin Kuzaj , President , Industry Business Group , Finland Tel. +358 10 33 21179 Sanna Paivaniemi , Director , Investor Relations , Poyry PLC , Finland Tel. +358 10 33 23002 Poyry is a global consulting and engineering company dedicated to balanced sustainability ."
2,"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking ."
2,Satama and Trainers ' House will remain as names and independent brands of the business areas .
2,"Talvik says the relocation of application programs on servers will continue , while HP servers were approved because of HP supplying a tailor-made solution to Elisa ."
2,Tekla Structures 16 is ` all about you and your team ' and compatible with the Windows 7 operating system .
2,"The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company ."
2,"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module ."
2,The aim of the bridge solutions chosen is to minimize construction times while ensuring that traffic beneath the bridge on the Saimaa canal continues undisturbed .
2,The Bank is also examining the benefits of transferring the Swedish business to operate as a branch office so that the operations would be governed by Finland 's laws .
2,The company admits that 36 months is a relatively short time when operating in Russia .
2,The company has a wide selection of metal products and services .
2,"The company is in charge of all natural gas storage activities in France , Great Britain , and Germany ."
2,The cooperation with airBaltic is expected to lead to the transfer of Finncomm to the ownership of airBaltic in time .
2,The Court 's decision will also promote genuine competition in services
2,"The Daily Graphic newspaper , in October , reported an initiative being embarked upon by the Fidelity Bank to partner Ghana Post , which has offices across the country , to offer financial services to the unbanked and under-banked in the country ."
2,"The device can also be used for theft protection and positioning of vehicles , boats and other assets ."
2,"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+Æskyl+Æ , Oulu and Vaasa , and to polytechnics to be announced later ."
